Estado,Sesión,Fecha,Dia_Semana,Hora_Sorteo,Fijo
GA,Night,2023-02-16,Thursday,23:34,6.0
GA,Midday,2023-02-17,Friday,12:30,83.0
FL,Midday,2023-02-17,Friday,13:34,98.0
NY,Midday,2023-02-17,Friday,14:30,62.0
GA,Evening,2023-02-17,Friday,19:00,49.0
FL,Evening,2023-02-17,Friday,21:50,77.0
NY,Evening,2023-02-17,Friday,22:30,0.0
GA,Night,2023-02-17,Friday,23:34,99.0
GA,Midday,2023-02-18,Saturday,12:30,66.0
FL,Midday,2023-02-18,Saturday,13:34,71.0
NY,Midday,2023-02-18,Saturday,14:30,21.0
GA,Evening,2023-02-18,Saturday,19:00,79.0
FL,Evening,2023-02-18,Saturday,21:50,72.0
NY,Evening,2023-02-18,Saturday,22:30,82.0
GA,Night,2023-02-18,Saturday,23:34,38.0
GA,Midday,2023-02-19,Sunday,12:30,90.0
FL,Midday,2023-02-19,Sunday,13:34,26.0
NY,Midday,2023-02-19,Sunday,14:30,57.0
GA,Evening,2023-02-19,Sunday,19:00,11.0
FL,Evening,2023-02-19,Sunday,21:50,22.0
NY,Evening,2023-02-19,Sunday,22:30,17.0
GA,Night,2023-02-19,Sunday,23:34,5.0
GA,Midday,2023-02-20,Monday,12:30,47.0
FL,Midday,2023-02-20,Monday,13:34,77.0
NY,Midday,2023-02-20,Monday,14:30,35.0
GA,Evening,2023-02-20,Monday,19:00,53.0
FL,Evening,2023-02-20,Monday,21:50,85.0
NY,Evening,2023-02-20,Monday,22:30,68.0
GA,Night,2023-02-20,Monday,23:34,57.0
GA,Midday,2023-02-21,Tuesday,12:30,38.0
FL,Midday,2023-02-21,Tuesday,13:34,72.0
NY,Midday,2023-02-21,Tuesday,14:30,16.0
GA,Evening,2023-02-21,Tuesday,19:00,23.0
FL,Evening,2023-02-21,Tuesday,21:50,19.0
NY,Evening,2023-02-21,Tuesday,22:30,4.0
GA,Night,2023-02-21,Tuesday,23:34,6.0
GA,Midday,2023-02-22,Wednesday,12:30,85.0
FL,Midday,2023-02-22,Wednesday,13:34,59.0
NY,Midday,2023-02-22,Wednesday,14:30,8.0
GA,Evening,2023-02-22,Wednesday,19:00,68.0
FL,Evening,2023-02-22,Wednesday,21:50,58.0
NY,Evening,2023-02-22,Wednesday,22:30,0.0
GA,Night,2023-02-22,Wednesday,23:34,96.0
GA,Midday,2023-02-23,Thursday,12:30,45.0
FL,Midday,2023-02-23,Thursday,13:34,27.0
NY,Midday,2023-02-23,Thursday,14:30,98.0
GA,Evening,2023-02-23,Thursday,19:00,60.0
FL,Evening,2023-02-23,Thursday,21:50,7.0
NY,Evening,2023-02-23,Thursday,22:30,79.0
GA,Night,2023-02-23,Thursday,23:34,42.0
GA,Midday,2023-02-24,Friday,12:30,96.0
FL,Midday,2023-02-24,Friday,13:34,94.0
NY,Midday,2023-02-24,Friday,14:30,90.0
GA,Evening,2023-02-24,Friday,19:00,26.0
FL,Evening,2023-02-24,Friday,21:50,30.0
NY,Evening,2023-02-24,Friday,22:30,78.0
GA,Night,2023-02-24,Friday,23:34,52.0
GA,Midday,2023-02-25,Saturday,12:30,66.0
FL,Midday,2023-02-25,Saturday,13:34,15.0
NY,Midday,2023-02-25,Saturday,14:30,51.0
GA,Evening,2023-02-25,Saturday,19:00,13.0
FL,Evening,2023-02-25,Saturday,21:50,2.0
NY,Evening,2023-02-25,Saturday,22:30,60.0
GA,Night,2023-02-25,Saturday,23:34,21.0
GA,Midday,2023-02-26,Sunday,12:30,96.0
FL,Midday,2023-02-26,Sunday,13:34,77.0
NY,Midday,2023-02-26,Sunday,14:30,12.0
GA,Evening,2023-02-26,Sunday,19:00,48.0
FL,Evening,2023-02-26,Sunday,21:50,62.0
NY,Evening,2023-02-26,Sunday,22:30,93.0
GA,Night,2023-02-26,Sunday,23:34,8.0
GA,Midday,2023-02-27,Monday,12:30,38.0
FL,Midday,2023-02-27,Monday,13:34,76.0
NY,Midday,2023-02-27,Monday,14:30,31.0
GA,Evening,2023-02-27,Monday,19:00,27.0
FL,Evening,2023-02-27,Monday,21:50,47.0
NY,Evening,2023-02-27,Monday,22:30,95.0
GA,Night,2023-02-27,Monday,23:34,62.0
GA,Midday,2023-02-28,Tuesday,12:30,43.0
FL,Midday,2023-02-28,Tuesday,13:34,50.0
NY,Midday,2023-02-28,Tuesday,14:30,97.0
GA,Evening,2023-02-28,Tuesday,19:00,33.0
FL,Evening,2023-02-28,Tuesday,21:50,88.0
NY,Evening,2023-02-28,Tuesday,22:30,7.0
GA,Night,2023-02-28,Tuesday,23:34,33.0
GA,Midday,2023-03-01,Wednesday,12:30,69.0
FL,Midday,2023-03-01,Wednesday,13:34,78.0
NY,Midday,2023-03-01,Wednesday,14:30,80.0
GA,Evening,2023-03-01,Wednesday,19:00,3.0
FL,Evening,2023-03-01,Wednesday,21:50,78.0
NY,Evening,2023-03-01,Wednesday,22:30,64.0
GA,Night,2023-03-01,Wednesday,23:34,18.0
GA,Midday,2023-03-02,Thursday,12:30,80.0
FL,Midday,2023-03-02,Thursday,13:34,52.0
NY,Midday,2023-03-02,Thursday,14:30,82.0
GA,Evening,2023-03-02,Thursday,19:00,61.0
FL,Evening,2023-03-02,Thursday,21:50,67.0
NY,Evening,2023-03-02,Thursday,22:30,40.0
GA,Night,2023-03-02,Thursday,23:34,18.0
GA,Midday,2023-03-03,Friday,12:30,89.0
FL,Midday,2023-03-03,Friday,13:34,51.0
NY,Midday,2023-03-03,Friday,14:30,20.0
GA,Evening,2023-03-03,Friday,19:00,41.0
FL,Evening,2023-03-03,Friday,21:50,13.0
NY,Evening,2023-03-03,Friday,22:30,34.0
GA,Night,2023-03-03,Friday,23:34,89.0
GA,Midday,2023-03-04,Saturday,12:30,37.0
FL,Midday,2023-03-04,Saturday,13:34,81.0
NY,Midday,2023-03-04,Saturday,14:30,8.0
GA,Evening,2023-03-04,Saturday,19:00,82.0
FL,Evening,2023-03-04,Saturday,21:50,71.0
NY,Evening,2023-03-04,Saturday,22:30,2.0
GA,Night,2023-03-04,Saturday,23:34,77.0
GA,Midday,2023-03-05,Sunday,12:30,38.0
FL,Midday,2023-03-05,Sunday,13:34,40.0
NY,Midday,2023-03-05,Sunday,14:30,81.0
GA,Evening,2023-03-05,Sunday,19:00,36.0
FL,Evening,2023-03-05,Sunday,21:50,78.0
NY,Evening,2023-03-05,Sunday,22:30,15.0
GA,Night,2023-03-05,Sunday,23:34,1.0
GA,Midday,2023-03-06,Monday,12:30,40.0
FL,Midday,2023-03-06,Monday,13:34,40.0
NY,Midday,2023-03-06,Monday,14:30,97.0
GA,Evening,2023-03-06,Monday,19:00,95.0
FL,Evening,2023-03-06,Monday,21:50,27.0
NY,Evening,2023-03-06,Monday,22:30,40.0
GA,Night,2023-03-06,Monday,23:34,7.0
GA,Midday,2023-03-07,Tuesday,12:30,89.0
FL,Midday,2023-03-07,Tuesday,13:34,78.0
NY,Midday,2023-03-07,Tuesday,14:30,48.0
GA,Evening,2023-03-07,Tuesday,19:00,97.0
FL,Evening,2023-03-07,Tuesday,21:50,22.0
NY,Evening,2023-03-07,Tuesday,22:30,76.0
GA,Night,2023-03-07,Tuesday,23:34,72.0
GA,Midday,2023-03-08,Wednesday,12:30,91.0
FL,Midday,2023-03-08,Wednesday,13:34,53.0
NY,Midday,2023-03-08,Wednesday,14:30,46.0
GA,Evening,2023-03-08,Wednesday,19:00,82.0
FL,Evening,2023-03-08,Wednesday,21:50,98.0
NY,Evening,2023-03-08,Wednesday,22:30,22.0
GA,Night,2023-03-08,Wednesday,23:34,43.0
GA,Midday,2023-03-09,Thursday,12:30,48.0
FL,Midday,2023-03-09,Thursday,13:34,28.0
NY,Midday,2023-03-09,Thursday,14:30,7.0
GA,Evening,2023-03-09,Thursday,19:00,47.0
FL,Evening,2023-03-09,Thursday,21:50,27.0
NY,Evening,2023-03-09,Thursday,22:30,62.0
GA,Night,2023-03-09,Thursday,23:34,20.0
GA,Midday,2023-03-10,Friday,12:30,56.0
FL,Midday,2023-03-10,Friday,13:34,80.0
NY,Midday,2023-03-10,Friday,14:30,74.0
GA,Evening,2023-03-10,Friday,19:00,7.0
FL,Evening,2023-03-10,Friday,21:50,5.0
NY,Evening,2023-03-10,Friday,22:30,79.0
GA,Night,2023-03-10,Friday,23:34,19.0
GA,Midday,2023-03-11,Saturday,12:30,22.0
FL,Midday,2023-03-11,Saturday,13:34,84.0
NY,Midday,2023-03-11,Saturday,14:30,69.0
GA,Evening,2023-03-11,Saturday,19:00,51.0
FL,Evening,2023-03-11,Saturday,21:50,96.0
NY,Evening,2023-03-11,Saturday,22:30,55.0
GA,Night,2023-03-11,Saturday,23:34,31.0
GA,Midday,2023-03-12,Sunday,12:30,51.0
FL,Midday,2023-03-12,Sunday,13:34,16.0
NY,Midday,2023-03-12,Sunday,14:30,73.0
GA,Evening,2023-03-12,Sunday,19:00,70.0
FL,Evening,2023-03-12,Sunday,21:50,74.0
NY,Evening,2023-03-12,Sunday,22:30,46.0
GA,Night,2023-03-12,Sunday,23:34,15.0
GA,Midday,2023-03-13,Monday,12:30,98.0
FL,Midday,2023-03-13,Monday,13:34,50.0
NY,Midday,2023-03-13,Monday,14:30,72.0
GA,Evening,2023-03-13,Monday,19:00,3.0
FL,Evening,2023-03-13,Monday,21:50,81.0
NY,Evening,2023-03-13,Monday,22:30,79.0
GA,Night,2023-03-13,Monday,23:34,80.0
GA,Midday,2023-03-14,Tuesday,12:30,26.0
FL,Midday,2023-03-14,Tuesday,13:34,10.0
NY,Midday,2023-03-14,Tuesday,14:30,64.0
GA,Evening,2023-03-14,Tuesday,19:00,99.0
FL,Evening,2023-03-14,Tuesday,21:50,63.0
NY,Evening,2023-03-14,Tuesday,22:30,81.0
GA,Night,2023-03-14,Tuesday,23:34,60.0
GA,Midday,2023-03-15,Wednesday,12:30,27.0
FL,Midday,2023-03-15,Wednesday,13:34,23.0
NY,Midday,2023-03-15,Wednesday,14:30,38.0
GA,Evening,2023-03-15,Wednesday,19:00,2.0
FL,Evening,2023-03-15,Wednesday,21:50,59.0
NY,Evening,2023-03-15,Wednesday,22:30,38.0
GA,Night,2023-03-15,Wednesday,23:34,63.0
GA,Midday,2023-03-16,Thursday,12:30,15.0
FL,Midday,2023-03-16,Thursday,13:34,1.0
NY,Midday,2023-03-16,Thursday,14:30,47.0
GA,Evening,2023-03-16,Thursday,19:00,46.0
FL,Evening,2023-03-16,Thursday,21:50,91.0
NY,Evening,2023-03-16,Thursday,22:30,71.0
GA,Night,2023-03-16,Thursday,23:34,66.0
GA,Midday,2023-03-17,Friday,12:30,77.0
FL,Midday,2023-03-17,Friday,13:34,60.0
NY,Midday,2023-03-17,Friday,14:30,77.0
GA,Evening,2023-03-17,Friday,19:00,94.0
FL,Evening,2023-03-17,Friday,21:50,13.0
NY,Evening,2023-03-17,Friday,22:30,42.0
GA,Night,2023-03-17,Friday,23:34,26.0
GA,Midday,2023-03-18,Saturday,12:30,26.0
FL,Midday,2023-03-18,Saturday,13:34,94.0
NY,Midday,2023-03-18,Saturday,14:30,43.0
GA,Evening,2023-03-18,Saturday,19:00,31.0
FL,Evening,2023-03-18,Saturday,21:50,29.0
NY,Evening,2023-03-18,Saturday,22:30,78.0
GA,Night,2023-03-18,Saturday,23:34,22.0
GA,Midday,2023-03-19,Sunday,12:30,84.0
FL,Midday,2023-03-19,Sunday,13:34,73.0
NY,Midday,2023-03-19,Sunday,14:30,20.0
GA,Evening,2023-03-19,Sunday,19:00,86.0
FL,Evening,2023-03-19,Sunday,21:50,33.0
NY,Evening,2023-03-19,Sunday,22:30,51.0
GA,Night,2023-03-19,Sunday,23:34,99.0
GA,Midday,2023-03-20,Monday,12:30,46.0
FL,Midday,2023-03-20,Monday,13:34,29.0
NY,Midday,2023-03-20,Monday,14:30,95.0
GA,Evening,2023-03-20,Monday,19:00,35.0
FL,Evening,2023-03-20,Monday,21:50,48.0
NY,Evening,2023-03-20,Monday,22:30,44.0
GA,Night,2023-03-20,Monday,23:34,80.0
GA,Midday,2023-03-21,Tuesday,12:30,37.0
FL,Midday,2023-03-21,Tuesday,13:34,82.0
NY,Midday,2023-03-21,Tuesday,14:30,30.0
GA,Evening,2023-03-21,Tuesday,19:00,40.0
FL,Evening,2023-03-21,Tuesday,21:50,47.0
NY,Evening,2023-03-21,Tuesday,22:30,56.0
GA,Night,2023-03-21,Tuesday,23:34,78.0
GA,Midday,2023-03-22,Wednesday,12:30,1.0
FL,Midday,2023-03-22,Wednesday,13:34,63.0
NY,Midday,2023-03-22,Wednesday,14:30,41.0
GA,Evening,2023-03-22,Wednesday,19:00,71.0
FL,Evening,2023-03-22,Wednesday,21:50,32.0
NY,Evening,2023-03-22,Wednesday,22:30,41.0
GA,Night,2023-03-22,Wednesday,23:34,73.0
GA,Midday,2023-03-23,Thursday,12:30,61.0
FL,Midday,2023-03-23,Thursday,13:34,94.0
NY,Midday,2023-03-23,Thursday,14:30,75.0
GA,Evening,2023-03-23,Thursday,19:00,43.0
FL,Evening,2023-03-23,Thursday,21:50,63.0
NY,Evening,2023-03-23,Thursday,22:30,38.0
GA,Night,2023-03-23,Thursday,23:34,77.0
GA,Midday,2023-03-24,Friday,12:30,75.0
FL,Midday,2023-03-24,Friday,13:34,54.0
NY,Midday,2023-03-24,Friday,14:30,56.0
GA,Evening,2023-03-24,Friday,19:00,0.0
FL,Evening,2023-03-24,Friday,21:50,84.0
NY,Evening,2023-03-24,Friday,22:30,23.0
GA,Night,2023-03-24,Friday,23:34,86.0
GA,Midday,2023-03-25,Saturday,12:30,87.0
FL,Midday,2023-03-25,Saturday,13:34,54.0
NY,Midday,2023-03-25,Saturday,14:30,72.0
GA,Evening,2023-03-25,Saturday,19:00,20.0
FL,Evening,2023-03-25,Saturday,21:50,50.0
NY,Evening,2023-03-25,Saturday,22:30,95.0
GA,Night,2023-03-25,Saturday,23:34,31.0
GA,Midday,2023-03-26,Sunday,12:30,18.0
FL,Midday,2023-03-26,Sunday,13:34,75.0
NY,Midday,2023-03-26,Sunday,14:30,12.0
GA,Evening,2023-03-26,Sunday,19:00,80.0
FL,Evening,2023-03-26,Sunday,21:50,48.0
NY,Evening,2023-03-26,Sunday,22:30,64.0
GA,Night,2023-03-26,Sunday,23:34,86.0
GA,Midday,2023-03-27,Monday,12:30,26.0
FL,Midday,2023-03-27,Monday,13:34,60.0
NY,Midday,2023-03-27,Monday,14:30,87.0
GA,Evening,2023-03-27,Monday,19:00,8.0
FL,Evening,2023-03-27,Monday,21:50,34.0
NY,Evening,2023-03-27,Monday,22:30,91.0
GA,Night,2023-03-27,Monday,23:34,2.0
GA,Midday,2023-03-28,Tuesday,12:30,66.0
FL,Midday,2023-03-28,Tuesday,13:34,69.0
NY,Midday,2023-03-28,Tuesday,14:30,93.0
GA,Evening,2023-03-28,Tuesday,19:00,88.0
FL,Evening,2023-03-28,Tuesday,21:50,39.0
NY,Evening,2023-03-28,Tuesday,22:30,14.0
GA,Night,2023-03-28,Tuesday,23:34,79.0
GA,Midday,2023-03-29,Wednesday,12:30,38.0
FL,Midday,2023-03-29,Wednesday,13:34,97.0
NY,Midday,2023-03-29,Wednesday,14:30,2.0
GA,Evening,2023-03-29,Wednesday,19:00,91.0
FL,Evening,2023-03-29,Wednesday,21:50,88.0
NY,Evening,2023-03-29,Wednesday,22:30,62.0
GA,Night,2023-03-29,Wednesday,23:34,82.0
GA,Midday,2023-03-30,Thursday,12:30,33.0
FL,Midday,2023-03-30,Thursday,13:34,5.0
NY,Midday,2023-03-30,Thursday,14:30,76.0
GA,Evening,2023-03-30,Thursday,19:00,83.0
FL,Evening,2023-03-30,Thursday,21:50,24.0
NY,Evening,2023-03-30,Thursday,22:30,83.0
GA,Night,2023-03-30,Thursday,23:34,47.0
GA,Midday,2023-03-31,Friday,12:30,25.0
FL,Midday,2023-03-31,Friday,13:34,35.0
NY,Midday,2023-03-31,Friday,14:30,90.0
GA,Evening,2023-03-31,Friday,19:00,56.0
FL,Evening,2023-03-31,Friday,21:50,57.0
NY,Evening,2023-03-31,Friday,22:30,96.0
GA,Night,2023-03-31,Friday,23:34,79.0
GA,Midday,2023-04-01,Saturday,12:30,73.0
FL,Midday,2023-04-01,Saturday,13:34,21.0
NY,Midday,2023-04-01,Saturday,14:30,52.0
GA,Evening,2023-04-01,Saturday,19:00,78.0
FL,Evening,2023-04-01,Saturday,21:50,56.0
NY,Evening,2023-04-01,Saturday,22:30,56.0
GA,Night,2023-04-01,Saturday,23:34,63.0
GA,Midday,2023-04-02,Sunday,12:30,40.0
FL,Midday,2023-04-02,Sunday,13:34,77.0
NY,Midday,2023-04-02,Sunday,14:30,80.0
GA,Evening,2023-04-02,Sunday,19:00,91.0
FL,Evening,2023-04-02,Sunday,21:50,5.0
NY,Evening,2023-04-02,Sunday,22:30,0.0
GA,Night,2023-04-02,Sunday,23:34,9.0
GA,Midday,2023-04-03,Monday,12:30,71.0
FL,Midday,2023-04-03,Monday,13:34,58.0
NY,Midday,2023-04-03,Monday,14:30,32.0
GA,Evening,2023-04-03,Monday,19:00,99.0
FL,Evening,2023-04-03,Monday,21:50,85.0
NY,Evening,2023-04-03,Monday,22:30,49.0
GA,Night,2023-04-03,Monday,23:34,57.0
GA,Midday,2023-04-04,Tuesday,12:30,55.0
FL,Midday,2023-04-04,Tuesday,13:34,80.0
NY,Midday,2023-04-04,Tuesday,14:30,10.0
GA,Evening,2023-04-04,Tuesday,19:00,18.0
FL,Evening,2023-04-04,Tuesday,21:50,40.0
NY,Evening,2023-04-04,Tuesday,22:30,89.0
GA,Night,2023-04-04,Tuesday,23:34,33.0
GA,Midday,2023-04-05,Wednesday,12:30,61.0
FL,Midday,2023-04-05,Wednesday,13:34,54.0
NY,Midday,2023-04-05,Wednesday,14:30,75.0
GA,Evening,2023-04-05,Wednesday,19:00,83.0
FL,Evening,2023-04-05,Wednesday,21:50,58.0
NY,Evening,2023-04-05,Wednesday,22:30,23.0
GA,Night,2023-04-05,Wednesday,23:34,68.0
GA,Midday,2023-04-06,Thursday,12:30,83.0
FL,Midday,2023-04-06,Thursday,13:34,82.0
NY,Midday,2023-04-06,Thursday,14:30,86.0
GA,Evening,2023-04-06,Thursday,19:00,8.0
FL,Evening,2023-04-06,Thursday,21:50,1.0
NY,Evening,2023-04-06,Thursday,22:30,15.0
GA,Night,2023-04-06,Thursday,23:34,42.0
GA,Midday,2023-04-07,Friday,12:30,97.0
FL,Midday,2023-04-07,Friday,13:34,45.0
NY,Midday,2023-04-07,Friday,14:30,29.0
GA,Evening,2023-04-07,Friday,19:00,46.0
FL,Evening,2023-04-07,Friday,21:50,33.0
NY,Evening,2023-04-07,Friday,22:30,53.0
GA,Night,2023-04-07,Friday,23:34,15.0
GA,Midday,2023-04-08,Saturday,12:30,94.0
FL,Midday,2023-04-08,Saturday,13:34,4.0
NY,Midday,2023-04-08,Saturday,14:30,50.0
GA,Evening,2023-04-08,Saturday,19:00,52.0
FL,Evening,2023-04-08,Saturday,21:50,93.0
NY,Evening,2023-04-08,Saturday,22:30,92.0
GA,Night,2023-04-08,Saturday,23:34,39.0
GA,Midday,2023-04-09,Sunday,12:30,8.0
FL,Midday,2023-04-09,Sunday,13:34,55.0
NY,Midday,2023-04-09,Sunday,14:30,60.0
GA,Evening,2023-04-09,Sunday,19:00,5.0
FL,Evening,2023-04-09,Sunday,21:50,72.0
NY,Evening,2023-04-09,Sunday,22:30,68.0
GA,Night,2023-04-09,Sunday,23:34,45.0
GA,Midday,2023-04-10,Monday,12:30,68.0
FL,Midday,2023-04-10,Monday,13:34,71.0
NY,Midday,2023-04-10,Monday,14:30,15.0
GA,Evening,2023-04-10,Monday,19:00,84.0
FL,Evening,2023-04-10,Monday,21:50,3.0
NY,Evening,2023-04-10,Monday,22:30,98.0
GA,Night,2023-04-10,Monday,23:34,40.0
GA,Midday,2023-04-11,Tuesday,12:30,26.0
FL,Midday,2023-04-11,Tuesday,13:34,67.0
NY,Midday,2023-04-11,Tuesday,14:30,0.0
GA,Evening,2023-04-11,Tuesday,19:00,39.0
FL,Evening,2023-04-11,Tuesday,21:50,2.0
NY,Evening,2023-04-11,Tuesday,22:30,71.0
GA,Night,2023-04-11,Tuesday,23:34,62.0
GA,Midday,2023-04-12,Wednesday,12:30,95.0
FL,Midday,2023-04-12,Wednesday,13:34,26.0
NY,Midday,2023-04-12,Wednesday,14:30,41.0
GA,Evening,2023-04-12,Wednesday,19:00,78.0
FL,Evening,2023-04-12,Wednesday,21:50,11.0
NY,Evening,2023-04-12,Wednesday,22:30,34.0
GA,Night,2023-04-12,Wednesday,23:34,37.0
GA,Midday,2023-04-13,Thursday,12:30,51.0
FL,Midday,2023-04-13,Thursday,13:34,70.0
NY,Midday,2023-04-13,Thursday,14:30,16.0
GA,Evening,2023-04-13,Thursday,19:00,84.0
FL,Evening,2023-04-13,Thursday,21:50,3.0
NY,Evening,2023-04-13,Thursday,22:30,61.0
GA,Night,2023-04-13,Thursday,23:34,81.0
GA,Midday,2023-04-14,Friday,12:30,40.0
FL,Midday,2023-04-14,Friday,13:34,37.0
NY,Midday,2023-04-14,Friday,14:30,86.0
GA,Evening,2023-04-14,Friday,19:00,35.0
FL,Evening,2023-04-14,Friday,21:50,73.0
NY,Evening,2023-04-14,Friday,22:30,34.0
GA,Night,2023-04-14,Friday,23:34,30.0
GA,Midday,2023-04-15,Saturday,12:30,15.0
FL,Midday,2023-04-15,Saturday,13:34,34.0
NY,Midday,2023-04-15,Saturday,14:30,16.0
GA,Evening,2023-04-15,Saturday,19:00,55.0
FL,Evening,2023-04-15,Saturday,21:50,82.0
NY,Evening,2023-04-15,Saturday,22:30,40.0
GA,Night,2023-04-15,Saturday,23:34,36.0
GA,Midday,2023-04-16,Sunday,12:30,77.0
FL,Midday,2023-04-16,Sunday,13:34,5.0
NY,Midday,2023-04-16,Sunday,14:30,0.0
GA,Evening,2023-04-16,Sunday,19:00,37.0
FL,Evening,2023-04-16,Sunday,21:50,2.0
NY,Evening,2023-04-16,Sunday,22:30,18.0
GA,Night,2023-04-16,Sunday,23:34,30.0
GA,Midday,2023-04-17,Monday,12:30,25.0
FL,Midday,2023-04-17,Monday,13:34,8.0
NY,Midday,2023-04-17,Monday,14:30,69.0
GA,Evening,2023-04-17,Monday,19:00,12.0
FL,Evening,2023-04-17,Monday,21:50,4.0
NY,Evening,2023-04-17,Monday,22:30,21.0
GA,Night,2023-04-17,Monday,23:34,22.0
GA,Midday,2023-04-18,Tuesday,12:30,98.0
FL,Midday,2023-04-18,Tuesday,13:34,60.0
NY,Midday,2023-04-18,Tuesday,14:30,14.0
GA,Evening,2023-04-18,Tuesday,19:00,3.0
FL,Evening,2023-04-18,Tuesday,21:50,55.0
NY,Evening,2023-04-18,Tuesday,22:30,25.0
GA,Night,2023-04-18,Tuesday,23:34,78.0
GA,Midday,2023-04-19,Wednesday,12:30,37.0
FL,Midday,2023-04-19,Wednesday,13:34,20.0
NY,Midday,2023-04-19,Wednesday,14:30,68.0
GA,Evening,2023-04-19,Wednesday,19:00,3.0
FL,Evening,2023-04-19,Wednesday,21:50,1.0
NY,Evening,2023-04-19,Wednesday,22:30,93.0
GA,Night,2023-04-19,Wednesday,23:34,10.0
GA,Midday,2023-04-20,Thursday,12:30,43.0
FL,Midday,2023-04-20,Thursday,13:34,53.0
NY,Midday,2023-04-20,Thursday,14:30,0.0
GA,Evening,2023-04-20,Thursday,19:00,78.0
FL,Evening,2023-04-20,Thursday,21:50,88.0
NY,Evening,2023-04-20,Thursday,22:30,30.0
GA,Night,2023-04-20,Thursday,23:34,22.0
GA,Midday,2023-04-21,Friday,12:30,80.0
FL,Midday,2023-04-21,Friday,13:34,67.0
NY,Midday,2023-04-21,Friday,14:30,37.0
GA,Evening,2023-04-21,Friday,19:00,89.0
FL,Evening,2023-04-21,Friday,21:50,71.0
NY,Evening,2023-04-21,Friday,22:30,68.0
GA,Night,2023-04-21,Friday,23:34,55.0
GA,Midday,2023-04-22,Saturday,12:30,6.0
FL,Midday,2023-04-22,Saturday,13:34,72.0
NY,Midday,2023-04-22,Saturday,14:30,6.0
GA,Evening,2023-04-22,Saturday,19:00,55.0
FL,Evening,2023-04-22,Saturday,21:50,85.0
NY,Evening,2023-04-22,Saturday,22:30,92.0
GA,Night,2023-04-22,Saturday,23:34,40.0
GA,Midday,2023-04-23,Sunday,12:30,48.0
FL,Midday,2023-04-23,Sunday,13:34,75.0
NY,Midday,2023-04-23,Sunday,14:30,11.0
GA,Evening,2023-04-23,Sunday,19:00,69.0
FL,Evening,2023-04-23,Sunday,21:50,88.0
NY,Evening,2023-04-23,Sunday,22:30,90.0
GA,Night,2023-04-23,Sunday,23:34,67.0
GA,Midday,2023-04-24,Monday,12:30,32.0
FL,Midday,2023-04-24,Monday,13:34,15.0
NY,Midday,2023-04-24,Monday,14:30,54.0
GA,Evening,2023-04-24,Monday,19:00,5.0
FL,Evening,2023-04-24,Monday,21:50,0.0
NY,Evening,2023-04-24,Monday,22:30,72.0
GA,Night,2023-04-24,Monday,23:34,26.0
GA,Midday,2023-04-25,Tuesday,12:30,68.0
FL,Midday,2023-04-25,Tuesday,13:34,28.0
NY,Midday,2023-04-25,Tuesday,14:30,1.0
GA,Evening,2023-04-25,Tuesday,19:00,43.0
FL,Evening,2023-04-25,Tuesday,21:50,28.0
NY,Evening,2023-04-25,Tuesday,22:30,2.0
GA,Night,2023-04-25,Tuesday,23:34,32.0
GA,Midday,2023-04-26,Wednesday,12:30,74.0
FL,Midday,2023-04-26,Wednesday,13:34,0.0
NY,Midday,2023-04-26,Wednesday,14:30,64.0
GA,Evening,2023-04-26,Wednesday,19:00,75.0
FL,Evening,2023-04-26,Wednesday,21:50,29.0
NY,Evening,2023-04-26,Wednesday,22:30,96.0
GA,Night,2023-04-26,Wednesday,23:34,51.0
GA,Midday,2023-04-27,Thursday,12:30,60.0
FL,Midday,2023-04-27,Thursday,13:34,85.0
NY,Midday,2023-04-27,Thursday,14:30,43.0
GA,Evening,2023-04-27,Thursday,19:00,61.0
FL,Evening,2023-04-27,Thursday,21:50,45.0
NY,Evening,2023-04-27,Thursday,22:30,75.0
GA,Night,2023-04-27,Thursday,23:34,51.0
GA,Midday,2023-04-28,Friday,12:30,28.0
FL,Midday,2023-04-28,Friday,13:34,24.0
NY,Midday,2023-04-28,Friday,14:30,16.0
GA,Evening,2023-04-28,Friday,19:00,81.0
FL,Evening,2023-04-28,Friday,21:50,42.0
NY,Evening,2023-04-28,Friday,22:30,35.0
GA,Night,2023-04-28,Friday,23:34,21.0
GA,Midday,2023-04-29,Saturday,12:30,22.0
FL,Midday,2023-04-29,Saturday,13:34,84.0
NY,Midday,2023-04-29,Saturday,14:30,49.0
GA,Evening,2023-04-29,Saturday,19:00,0.0
FL,Evening,2023-04-29,Saturday,21:50,39.0
NY,Evening,2023-04-29,Saturday,22:30,72.0
GA,Night,2023-04-29,Saturday,23:34,22.0
GA,Midday,2023-04-30,Sunday,12:30,2.0
FL,Midday,2023-04-30,Sunday,13:34,99.0
NY,Midday,2023-04-30,Sunday,14:30,97.0
GA,Evening,2023-04-30,Sunday,19:00,3.0
FL,Evening,2023-04-30,Sunday,21:50,48.0
NY,Evening,2023-04-30,Sunday,22:30,67.0
GA,Night,2023-04-30,Sunday,23:34,50.0
GA,Midday,2023-05-01,Monday,12:30,13.0
FL,Midday,2023-05-01,Monday,13:34,12.0
NY,Midday,2023-05-01,Monday,14:30,51.0
GA,Evening,2023-05-01,Monday,19:00,59.0
FL,Evening,2023-05-01,Monday,21:50,43.0
NY,Evening,2023-05-01,Monday,22:30,64.0
GA,Night,2023-05-01,Monday,23:34,17.0
GA,Midday,2023-05-02,Tuesday,12:30,60.0
